UPC,Title,Description,Size,Count,Container,Dimensions,Claims,Source_Name,Breadcrumbs,Price,Image_URL,Source_Identifier
028400515009,Lays Chille Mango 2.625 oz,"No artificial flavors. Limited summer flavor. Get tropical this summer! The fruity flavor of mango, combined with the spice & tang of peppers makes for a tropical treat! fritolay.com. Facebook. Twitter. SmartLabel: Scan here for more food information or call 1-800-352-4477. Questions or comments? 1-800-352-4477 Mon-Fri 9:00 am to 4:30 pm CT / email or chat at fritolay.com. Find us on lays.com.
",2.625 oz,1,bag,,No Artificial Flavors; Limited Summer Flavor,MASKED,,,,
028400515016,Lays Chille Mango 7.75 oz,"Limited Summer Flavor No artificial flavors. Get tropical this summer! The fruity flavor of mango, combined with the spice & tang of Chile peppers makes for a tropical treat. Guaranteed fresh until printed date or this snack's on us. fritolay.com. Lays.com. Facebook. Twitter. Find us on lays.com. SmartLabel: Scan here for more food information or call 1-800-352-477. Questions or Comments 1-800-352-4477, Mon-Fri 9:00am to 4:30pm CT. Email or chat at fritolay.com.",7.75 oz,1,bag,,No Artificial Flavors,MASKED,,,,
028400515016,Lays Chille Mango 7.75 oz,"Limited Summer Flavor No artificial flavors. Get tropical this summer! The fruity flavor of mango, combined with the spice & tang of Chile peppers makes for a tropical treat. Guaranteed fresh until printed date or this snack's on us. fritolay.com. Lays.com. Facebook. Twitter. Find us on lays.com. SmartLabel: Scan here for more food information or call 1-800-352-477. Questions or Comments 1-800-352-4477, Mon-Fri 9:00am to 4:30pm CT. Email or chat at fritolay.com.",7.75 oz,1,bag,,No Artificial Flavors,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","3,5",https://i5.walmartimages.com/seo/Lays-Merchandise_d2aeee22-5c60-4e22-9d1e-4dac648c5d82.d53d2adf8f18d9bca60a5b9abb006dd7.jpeg,417189080
028400515283,Lay's Kettle Extra Honey Habanero,"Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",2.5 oz,1,bag,,,MASKED,,,,
028400515290,Lay's Kettle Cooked Extra Potato Chips Extreme Cheddar Flavored 2.5 Oz,"Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",2.5 oz,1,bag,,,MASKED,,,,
028400515306,"Lay's Kettle Cooked Extra Honey Habanero Flavored Potato Chips, 7.75 oz Bag","Lay’s Kettle Cooked delivers the epic crunch that satisfies in a way no other chip can. You haven’t lived until you’ve tried Lay’s Kettle Cooked Extra Honey Habanero flavor that combines the incredible flavor and heat of honey habanero with subtle cheesy undertones with EXTRA crunch. You can thank us later.
Includes 1 (7.75oz) bag Kettle Cooked Extra Honey Habanero flavor Extra crunch potato chips ['Contains: Does Not Contain Any of the 8 Major Allergens', 'Form: Chip', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Package type: Individual Item Multi-Serving', 'Net weight: 7.75 Ounces']",7.75 oz,1,bag,,Free From Major Allergens,MASKED,Snacks & Candy > Chips & Pretzels,,,581248
028400515306,"Lay's Kettle Cooked Extra Honey Habanero Flavored Potato Chips, 7.75 oz Bag","Lay’s Kettle Cooked delivers the epic crunch that satisfies in a way no other chip can. You haven’t lived until you’ve tried Lay’s Kettle Cooked Extra Honey Habanero flavor that combines the incredible flavor and heat of honey habanero with subtle cheesy undertones with EXTRA crunch. You can thank us later.
Includes 1 (7.75oz) bag Kettle Cooked Extra Honey Habanero flavor Extra crunch potato chips ['Contains: Does Not Contain Any of the 8 Major Allergens', 'Form: Chip', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Package type: Individual Item Multi-Serving', 'Net weight: 7.75 Ounces']",7.75 oz,1,bag,,Free From Major Allergens,Kroger,,,https://www.kroger.com/product/images/medium/front/0002840051530,0002840051530
028400515306,"Lay's Kettle Cooked Extra Honey Habanero Flavored Potato Chips, 7.75 oz Bag","Lay’s Kettle Cooked delivers the epic crunch that satisfies in a way no other chip can. You haven’t lived until you’ve tried Lay’s Kettle Cooked Extra Honey Habanero flavor that combines the incredible flavor and heat of honey habanero with subtle cheesy undertones with EXTRA crunch. You can thank us later.
Includes 1 (7.75oz) bag Kettle Cooked Extra Honey Habanero flavor Extra crunch potato chips ['Contains: Does Not Contain Any of the 8 Major Allergens', 'Form: Chip', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Package type: Individual Item Multi-Serving', 'Net weight: 7.75 Ounces']",7.75 oz,1,bag,,Free From Major Allergens,Target,"Grocery > Chips, Snacks & Cookies",,,81415285
028400515306,"Lay's Kettle Cooked Extra Honey Habanero Flavored Potato Chips, 7.75 oz Bag","Lay’s Kettle Cooked delivers the epic crunch that satisfies in a way no other chip can. You haven’t lived until you’ve tried Lay’s Kettle Cooked Extra Honey Habanero flavor that combines the incredible flavor and heat of honey habanero with subtle cheesy undertones with EXTRA crunch. You can thank us later.
Includes 1 (7.75oz) bag Kettle Cooked Extra Honey Habanero flavor Extra crunch potato chips ['Contains: Does Not Contain Any of the 8 Major Allergens', 'Form: Chip', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Package type: Individual Item Multi-Serving', 'Net weight: 7.75 Ounces']",7.75 oz,1,bag,,Free From Major Allergens,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","3,5",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Extra-Honey-Habanero-Flavored-Potato-Chips-7-75-oz-Bag_b620196d-4ee8-4d94-9a07-9fc0d98e8fbe.2044e7cee5417b107072e13dda80c8f6.jpeg,662203498
028400515344,"Lay's Kettle Cooked Extra Extreme Cheddar Flavored Potato Chips, 7.75 oz Bag",Lay's Chips are perfect for any occasion.,7.75 oz,1,bag,,,MASKED,Snacks & Candy > Chips & Pretzels,,,581247
028400515344,"Lay's Kettle Cooked Extra Extreme Cheddar Flavored Potato Chips, 7.75 oz Bag",Lay's Chips are perfect for any occasion.,7.75 oz,1,bag,,,Kroger,,,https://www.kroger.com/product/images/medium/front/0002840051534,0002840051534
028400515344,"Lay's Kettle Cooked Extra Extreme Cheddar Flavored Potato Chips, 7.75 oz Bag",Lay's Chips are perfect for any occasion.,7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","2,68",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Extra-Extreme-Cheddar-Flavored-Potato-Chips-7-75-oz-Bag_3c2a463b-cd83-459d-9786-5997e8119d3e.0ae2af158852bc409fe8a838d93edf30.jpeg,534393953
028400517867,"Lay's Poppables Southwest Ranch Flavored Potato Snacks, 5 oz","Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Southwest Ranch 5 Ounce",5 oz,1,bag,,,MASKED,Snacks & Candy > Chips & Pretzels,,,581601
028400517867,"Lay's Poppables Southwest Ranch Flavored Potato Snacks, 5 oz","Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Southwest Ranch 5 Ounce",5 oz,1,bag,,,Amazon,Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato,,https://m.media-amazon.com/images/I/81XImoVPeJL._SL1500_.jpg,B08ZBFCRTG
028400517867,"Lay's Poppables Southwest Ranch Flavored Potato Snacks, 5 oz","Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Southwest Ranch 5 Ounce",5 oz,1,bag,,,Kroger,,,https://www.kroger.com/product/images/medium/front/0002840051786,0002840051786
028400517867,"Lay's Poppables Southwest Ranch Flavored Potato Snacks, 5 oz","Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Southwest Ranch 5 Ounce",5 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","2,98",https://i5.walmartimages.com/seo/Lay-s-Poppables-Southwest-Ranch-Flavored-Potato-Snacks-5-oz_4c9f730e-5b4d-4f04-bc55-4065c594c2fa.bec7db7fb3b2037d779ae4b3d0b11d82.jpeg,151273052
028400519335,"(Lay's BLT Sandwich Potato Chips)(Lay's Cuban Sandwich Potato Chips)(Baked Buffalo Chicken Sandwich Flavored Potato Chips.) (LIMITED TIME FLAVOR) Variety Packs (Lay's BLT Sandwich, 2 Pack)",,1.06 lbs,2,bag,12.28 x 7.24 x 6.5; inches,,Amazon,,"23,99",https://m.media-amazon.com/images/I/81J6yREZ4RL._SL1500_.jpg,B0C4VPJWGJ
028400523134,"Lay's Stax Potato Crisps, Variety Pack, 0.75 Ounce (Pack of 30)","Prepare your taste buds for a crisp that delivers a hearty crunch that is sure to satisfy. Grab your favorite flavor and relax with Lay's Stax Crisps. Nothing else stax up.
Includes 10 each (0.75oz) sleeves of Lay's Stax Original Flavor, Lay's Stax Sour Cream & Onion, and Lay's Stax Mesquite BBQ. The timeless taste of Lay's stax original potato crisps are now available in single serve portions in sleeves. Kick back and crunch any time, anywhere. Snacking on the go has never been easier. ·. Our delicious Lay's Stax are a great alternative to Pringles and other individualy wrapped snack bags. Nothing else stax up to the timeless taste of LAY'S STAX potato crisps. This crunchy potato crisp gives you the full flavor that you have been looking for. Your taste buds will thank you.",0.75 oz,30,sleeve,16.06 x 10.28 x 7.76; inches,,Amazon,Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato,"20,61",https://m.media-amazon.com/images/I/81hZV7iT9cL._SL1500_.jpg,B08L4QRZND
028400523141,Lay's Stax Variety Pack 30 x 0.75 oz,,0.75 oz,30,,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's STAX Chips",,https://i5.walmartimages.com/asr/f2c785f7-6fc5-4d28-9db6-222aac241ac9.48ba5b2d2d55a5aee41792afde6b5710.jpeg,1607789829
028400528382,"Lay's® Kettle Cooked Jalapeno Party Size Potato Chips, 12.5 oz","Wherever celebrations and good times happen, the Lay's brand will be there. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Jalapeno flavor Kosher No Preservatives/No Artificial Preservatives 12.5 oz",12.5 oz,1,bag,,Kosher Certified; No Preservatives; No Artificial Preservatives,MASKED,Pantry > Chips & Dips > Potato Chips,,,82585
028400528382,"Lay's® Kettle Cooked Jalapeno Party Size Potato Chips, 12.5 oz","Wherever celebrations and good times happen, the Lay's brand will be there. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Jalapeno flavor Kosher No Preservatives/No Artificial Preservatives 12.5 oz",12.5 oz,1,bag,,Kosher Certified; No Preservatives; No Artificial Preservatives,Amazon,Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato,,https://m.media-amazon.com/images/I/91NzH0c27GL._SL1500_.jpg,B08QL7GZDF
028400528382,"Lay's® Kettle Cooked Jalapeno Party Size Potato Chips, 12.5 oz","Wherever celebrations and good times happen, the Lay's brand will be there. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Jalapeno flavor Kosher No Preservatives/No Artificial Preservatives 12.5 oz",12.5 oz,1,bag,,Kosher Certified; No Preservatives; No Artificial Preservatives,Kroger,,,https://www.kroger.com/product/images/medium/front/0002840052838,0002840052838
028400528382,"Lay's® Kettle Cooked Jalapeno Party Size Potato Chips, 12.5 oz","Wherever celebrations and good times happen, the Lay's brand will be there. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Jalapeno flavor Kosher No Preservatives/No Artificial Preservatives 12.5 oz",12.5 oz,1,bag,,Kosher Certified; No Preservatives; No Artificial Preservatives,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Potato Chips","5,44",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Jalapeno-Flavor-Potato-Snack-Chips-12-5-Ounce-Bag_b637133d-b5a8-42f5-9599-4bb8444b6e53.be629fd1f69c40000e45749d321be0c6.jpeg,675166193
028400532747,"Lay's® Kettle Cooked Original Kettle Potato Chips Party Size, 13 oz","With only the best ingredients, our LAY'S® Kettle Cooked Original chips are ready for your enjoyment.
Includes 1 (13oz) Party Size bag of Lay's Kettle Cooked Potato Chips, Original flavor. With only the best ingredients, our LAY'S Kettle Cooked Original chips are ready for your enjoyment.. Serious crunch with no artificial preservatives, flavors, or MSG. Happiness in every bite",13 oz,1,bag,,,MASKED,Pantry > Chips & Dips > Potato Chips,,,80699
028400532747,"Lay's® Kettle Cooked Original Kettle Potato Chips Party Size, 13 oz","With only the best ingredients, our LAY'S® Kettle Cooked Original chips are ready for your enjoyment.
Includes 1 (13oz) Party Size bag of Lay's Kettle Cooked Potato Chips, Original flavor. With only the best ingredients, our LAY'S Kettle Cooked Original chips are ready for your enjoyment.. Serious crunch with no artificial preservatives, flavors, or MSG. Happiness in every bite",13 oz,1,bag,,,Kroger,,,https://www.kroger.com/product/images/medium/front/0002840053274,0002840053274
028400532747,"Lay's® Kettle Cooked Original Kettle Potato Chips Party Size, 13 oz","With only the best ingredients, our LAY'S® Kettle Cooked Original chips are ready for your enjoyment.
Includes 1 (13oz) Party Size bag of Lay's Kettle Cooked Potato Chips, Original flavor. With only the best ingredients, our LAY'S Kettle Cooked Original chips are ready for your enjoyment.. Serious crunch with no artificial preservatives, flavors, or MSG. Happiness in every bite",13 oz,1,bag,,,Amazon,Stores > Food Service > Packaged Food & Snacks > Snacks > Chips and crisps,"5,69",https://m.media-amazon.com/images/I/81LhjSdatlL._SL1500_.jpg,B08XD6LSCC
028400532747,"Lay's® Kettle Cooked Original Kettle Potato Chips Party Size, 13 oz","With only the best ingredients, our LAY'S® Kettle Cooked Original chips are ready for your enjoyment.
Includes 1 (13oz) Party Size bag of Lay's Kettle Cooked Potato Chips, Original flavor. With only the best ingredients, our LAY'S Kettle Cooked Original chips are ready for your enjoyment.. Serious crunch with no artificial preservatives, flavors, or MSG. Happiness in every bite",13 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Potato Chips","11,59",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Original-Potato-Chips-Party-Size-Snack-Chips-13-oz-Bag_e4360de5-ffab-4240-b825-845701a7746f.0a607c68415ff5fa2283d1ebb3d13fb5.jpeg,885065512
028400532808,Lay's Potato Chips Game Day Chili Flavored 2 5/8 Oz,"Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",2.625 oz,1,bag,,,MASKED,,,,
028400532815,"Lay's Game Day Chili Flavored Potato Chips, 7.75 oz",Limited time flavor. Hearty. Cook-off. Crispy. Touch down!  Limited Time Flavor Facebook. Twitter. SmartLabel: Scan for more food information or call 1-800-352-4477.  Questions or comments? 1-800-352-4477 Mon-Fri 9:00am to 4:30pm CT email or chat at fritolay.com. Find us on Lays.com.,7.75 oz,1,bag,,,MASKED,Snacks & Candy > Chips & Pretzels,,,580162
028400532815,"Lay's Game Day Chili Flavored Potato Chips, 7.75 oz",Limited time flavor. Hearty. Cook-off. Crispy. Touch down!  Limited Time Flavor Facebook. Twitter. SmartLabel: Scan for more food information or call 1-800-352-4477.  Questions or comments? 1-800-352-4477 Mon-Fri 9:00am to 4:30pm CT email or chat at fritolay.com. Find us on Lays.com.,7.75 oz,1,bag,,,GiantFood,Global Primary Category > Snacks & Candy > Chips > Potato Chips > More Potato Chip Flavors,,,302064
028400532815,"Lay's Game Day Chili Flavored Potato Chips, 7.75 oz",Limited time flavor. Hearty. Cook-off. Crispy. Touch down!  Limited Time Flavor Facebook. Twitter. SmartLabel: Scan for more food information or call 1-800-352-4477.  Questions or comments? 1-800-352-4477 Mon-Fri 9:00am to 4:30pm CT email or chat at fritolay.com. Find us on Lays.com.,7.75 oz,1,bag,,,Kroger,Snacks > Pantry > Potato Chips,,https://www.kroger.com/product/images/medium/front/0002840053281,0002840053281
028400532815,"Lay's Game Day Chili Flavored Potato Chips, 7.75 oz",Limited time flavor. Hearty. Cook-off. Crispy. Touch down!  Limited Time Flavor Facebook. Twitter. SmartLabel: Scan for more food information or call 1-800-352-4477.  Questions or comments? 1-800-352-4477 Mon-Fri 9:00am to 4:30pm CT email or chat at fritolay.com. Find us on Lays.com.,7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips",2,https://i5.walmartimages.com/seo/Lay-s-Game-Day-Chili-Flavor-Potato-Snack-Chips-7-75-Ounce-Bag_02a28bcc-663b-4632-8f1e-052407f0c1bc.7ac382fe7ec6c526ac4284002490ac7a.jpeg,706758885
028400534758,"Lay's Creamy Jalapeño Dip, 15 oz","Wherever celebrations and good times happen, the Lay's will be there. We have a potato chip or crisp flavor guaranteed to bring a smile on your face.",15 oz,1,dip,,,MASKED,Snacks & Candy > Chips & Pretzels,,,581738
028400534758,"Lay's Creamy Jalapeño Dip, 15 oz","Wherever celebrations and good times happen, the Lay's will be there. We have a potato chip or crisp flavor guaranteed to bring a smile on your face.",15 oz,1,dip,,,Kroger,,,https://www.kroger.com/product/images/medium/front/0002840053475,0002840053475
028400534758,"Lay's Creamy Jalapeño Dip, 15 oz","Wherever celebrations and good times happen, the Lay's will be there. We have a potato chip or crisp flavor guaranteed to bring a smile on your face.",15 oz,1,dip,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Jalapeno Chips","4,42",https://i5.walmartimages.com/seo/Lay-s-Creamy-Jalape-o-Dip-15-oz_7355a6d9-6273-46ab-9474-b556bdaad2cc.3e14039093dea343ddcb501b7eeb64b1.jpeg,957758157
028400566438,"Lay's Kettle Cooked Potato Chips Variety Pack Snack Chips, 1oz Bags, 40 Count Multipack",,1 oz,40,bag,13.63 x 5.21 x 7.4; inches,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Potato Chips","22,43",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Potato-Chips-Variety-Pack-Snack-Chips-1oz-Bags-40-Count-Multipack_2296dac8-9c81-4dc1-8486-506b8471d169.4e1499bfd6f2639f3f223684c304c2e0.jpeg,931893144
028400566674,"Lay's Kettle Cooked Potato Chips, Variety Pack, 0.85 Ounce (Pack of 40)","Lay's Kettle Cooked Potato Chips Variety Pack, 40 Count. Includes 40 single serving bags of your favorite Lay's Kettle Cooked Potato Chips. 14 bags of Jalapeno flavored kettle cooked chips, 14 bags of Original kettle cooked chips, and 12 bags of Mesquite BBQ flavored kettle cooked chips. Kettle cooked to perfection. Perfect for enjoying at home, at work or on-the-go. Our snacks have a short shelf life (60-90 days) so most of our packages only show the month and day of expiration (e.g. “Aug 16” means August 16th, not August 2016). For optimum flavor and freshness, we recommend the snack be consumed by the date on the package.",0.85 oz,40,bag,7.6 x 13.7 x 17.3; inches,,Amazon,Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato,"22,43",https://m.media-amazon.com/images/I/81BF8B9vxVL._SL1500_.jpg,B076DJ7ZZV
028400566674,"Lay's Kettle Cooked Potato Chips, Variety Pack, 0.85 Ounce (Pack of 40)","Lay's Kettle Cooked Potato Chips Variety Pack, 40 Count. Includes 40 single serving bags of your favorite Lay's Kettle Cooked Potato Chips. 14 bags of Jalapeno flavored kettle cooked chips, 14 bags of Original kettle cooked chips, and 12 bags of Mesquite BBQ flavored kettle cooked chips. Kettle cooked to perfection. Perfect for enjoying at home, at work or on-the-go. Our snacks have a short shelf life (60-90 days) so most of our packages only show the month and day of expiration (e.g. “Aug 16” means August 16th, not August 2016). For optimum flavor and freshness, we recommend the snack be consumed by the date on the package.",0.85 oz,40,bag,7.6 x 13.7 x 17.3; inches,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","35,66",https://i5.walmartimages.com/asr/e9036276-e71c-4aa4-8b1f-28f1d75ffa09.0f6561ed304d43a739194b9e65b1e417.jpeg,1755407383
028400567251,"Lay's Do Us A Flavor Finalist Flavors, 2.75 oz (Pack of 20)","In 2015, LAY’S 'Do Us a Flavor' contest is back. This summer, chefs, foodies, and flavor experts have selected four delicious finalist flavors--representing flavorful cities and towns across the U.S. The LAY’S Do Us a Flavor 2015 Finalists Potato Chips have been fully developed, brought to market, and will be voted on by America to determine the next great LAY’S potato chip. Try each of the limited edition flavors including LAY’S New York Reuben Flavored Potato Chips, LAY’S Southern Biscuits and Gravy Flavored Potato Chips, LAY’S Wavy West Coast Truffle Flavored Potato Chips, and LAY’S Kettle Cooked Greektown Gyro Flavored Potato Chips. Grab your bundle of these on-the-go size bags perfect for personal snacking!
Four finalist flavors, pack of 20 bags consisting of five 2.75 oz bags of LAY’S New York Reuben Flavored Potato Chips, five 2.75 oz bags of LAY’S Southern Biscuits and Gravy Flavored Potato Chips, five 2.75 oz bags of LAY’S Wavy West Coast Truffle Flavored Potato Chips, and five 2.75 oz bags of LAY’S Kettle Cooked Greektown Gyro Flavored Potato Chips. Try each of the Limited Edition Finalist flavors as they hit shelves. Exciting variety pack of the 2015 LAY’S Do Us A Flavor, Tastes of America Finalists that are great for on-the-go snacking. Delicious for snacking and pairing with your favorite meal. Vote to Save Your Fave!",55 oz,20,bag,,,MASKED,,,,
028400567251,"Lay's Do Us A Flavor Finalist Flavors, 2.75 oz (Pack of 20)","In 2015, LAY’S 'Do Us a Flavor' contest is back. This summer, chefs, foodies, and flavor experts have selected four delicious finalist flavors--representing flavorful cities and towns across the U.S. The LAY’S Do Us a Flavor 2015 Finalists Potato Chips have been fully developed, brought to market, and will be voted on by America to determine the next great LAY’S potato chip. Try each of the limited edition flavors including LAY’S New York Reuben Flavored Potato Chips, LAY’S Southern Biscuits and Gravy Flavored Potato Chips, LAY’S Wavy West Coast Truffle Flavored Potato Chips, and LAY’S Kettle Cooked Greektown Gyro Flavored Potato Chips. Grab your bundle of these on-the-go size bags perfect for personal snacking!
Four finalist flavors, pack of 20 bags consisting of five 2.75 oz bags of LAY’S New York Reuben Flavored Potato Chips, five 2.75 oz bags of LAY’S Southern Biscuits and Gravy Flavored Potato Chips, five 2.75 oz bags of LAY’S Wavy West Coast Truffle Flavored Potato Chips, and five 2.75 oz bags of LAY’S Kettle Cooked Greektown Gyro Flavored Potato Chips. Try each of the Limited Edition Finalist flavors as they hit shelves. Exciting variety pack of the 2015 LAY’S Do Us A Flavor, Tastes of America Finalists that are great for on-the-go snacking. Delicious for snacking and pairing with your favorite meal. Vote to Save Your Fave!",55 oz,20,bag,,,Amazon,Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps,,https://m.media-amazon.com/images/I/51PKTVirfxL.jpg,B00U0NJWGU
028400572545,"Lay's Limon Potato Chips, 1.5 ounce (64 per pack)","It all starts with farm-grown potatoes, cooked and seasoned to perfection. Then we add the zing of real lime. So every LAY'S potato chip is perfectly crispy and delicious. Happiness in Every Bite.
* Lay's Limon Potato Chips * 1.5 ounce bags * 64 count",1.5 oz,64,bag,,,Amazon,,"74,97",https://m.media-amazon.com/images/I/51FFbNNjnLL.jpg,B088HH26TZ
028400572545,"Lay's Limon Potato Chips, 1.5 ounce (64 per pack)","It all starts with farm-grown potatoes, cooked and seasoned to perfection. Then we add the zing of real lime. So every LAY'S potato chip is perfectly crispy and delicious. Happiness in Every Bite.
* Lay's Limon Potato Chips * 1.5 ounce bags * 64 count",1.5 oz,64,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Limon Chips","68,99",https://i5.walmartimages.com/seo/Lay-s-Limon-Potato-Chips-1-5-ounce-64-per-pack_54fc55fc-ec86-44ea-9e5f-b173b19cb5a9.f62a45f9a6a57413c3bd6bf1d58ab806.jpeg,2505245771
028400575317,Lay's Potato Chips Summer BLT Flavored 7.75 oz Bag,"Wherever celebrations and good times happen, the Lay's® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Summer BLT 7.75 Ounce",7.75 oz,1,bag,,,MASKED,,,,
028400575317,Lay's Potato Chips Summer BLT Flavored 7.75 oz Bag,"Wherever celebrations and good times happen, the Lay's® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Summer BLT 7.75 Ounce",7.75 oz,1,bag,,,Kroger,,,https://www.kroger.com/product/images/medium/front/0002840057531,0002840057531
028400575317,Lay's Potato Chips Summer BLT Flavored 7.75 oz Bag,"Wherever celebrations and good times happen, the Lay's® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Summer BLT 7.75 Ounce",7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Potato Chips","3,5",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Summer-BLT-Flavored-7-75-oz-Bag_afb4962f-b0c7-485c-9c7a-7821c9d67dd7.a98284caabda6eca28851bf3643d6b61.jpeg,407048540
028400575324,"Lay's® Summer BLT Flavored Potato Chips, 2.63 oz","Wherever celebrations and good times happen, the Lay's® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Summer BLT 2.625 Ounce",2.62 oz,1,bag,,,MASKED,,,,
028400575324,"Lay's® Summer BLT Flavored Potato Chips, 2.63 oz","Wherever celebrations and good times happen, the Lay's® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Summer BLT 2.625 Ounce",2.62 oz,1,bag,,,Amazon,,,https://m.media-amazon.com/images/I/61fj5fmtjaL._SL1053_.jpg,B0C4SZLZ8B
028400575324,"Lay's® Summer BLT Flavored Potato Chips, 2.63 oz","Wherever celebrations and good times happen, the Lay's® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Summer BLT 2.625 Ounce",2.62 oz,1,bag,,,Kroger,,,https://www.kroger.com/product/images/medium/front/0002840057532,0002840057532
028400575324,"Lay's® Summer BLT Flavored Potato Chips, 2.63 oz","Wherever celebrations and good times happen, the Lay's® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face. Summer BLT 2.625 Ounce",2.62 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Potato Chips",2,https://i5.walmartimages.com/seo/Lay-s-Summer-Blt-Flavored-Potato-Chips-2-5-8-oz_5c48b3e1-88a1-4116-aa66-eb2cfeaac91f.80315b3f50d456269b0aa94f7339dc92.jpeg,389456856
028400575829,Lay's Wavy Potato Chips Jerk Chicken Flavored 2.625 Oz,"Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",2.625 oz,1,bag,,,MASKED,,,,
028400576239,"Lay's® Wavy Jerk Chicken Flavored Potato Chips, 7.5 oz","Lay's® Wavy Jerk Chicken Flavored Potato Chips, 7.5 oz",7.5 oz,1,bag,,,MASKED,Pantry > Chips & Dips > Potato Chips,,,1564405684711156853
028400576239,"Lay's® Wavy Jerk Chicken Flavored Potato Chips, 7.5 oz","Lay's® Wavy Jerk Chicken Flavored Potato Chips, 7.5 oz",7.5 oz,1,bag,,,Kroger,,,https://www.kroger.com/product/images/medium/front/0002840057623,0002840057623
